2017-02-13,654783,1525162209,06,87,홀(Odd),대(81~130),F(79~130),C(5~6)
2017-02-13,654782,2510150827,09,85,홀(Odd),대(81~130),F(79~130),D(7~9)
2017-02-13,654781,0118162508,08,68,짝(Even),중(65~80),E(66~78),D(7~9)
2017-02-13,654780,1903081826,03,74,짝(Even),중(65~80),E(66~78),B(3~4)
2017-02-13,654779,1012060221,02,51,홀(Odd),소(15~64),C(50~57),A(0~2)
2017-02-13,654778,1421191107,08,72,짝(Even),중(65~80),E(66~78),D(7~9)
2017-02-13,654777,0220281604,01,70,짝(Even),중(65~80),E(66~78),A(0~2)
2017-02-13,654776,0108092419,04,61,홀(Odd),소(15~64),D(58~65),B(3~4)
2017-02-13,654775,2206012809,04,66,짝(Even),중(65~80),E(66~78),B(3~4)
2017-02-13,654774,2014091821,02,82,짝(Even),대(81~130),F(79~130),A(0~2)
2017-02-13,654773,2822091401,07,74,짝(Even),중(65~80),E(66~78),D(7~9)
2017-02-13,654772,1101172710,03,66,짝(Even),중(65~80),E(66~78),B(3~4)
2017-02-13,654771,0416122414,03,70,짝(Even),중(65~80),E(66~78),B(3~4)
2017-02-13,654770,0511280223,05,69,홀(Odd),중(65~80),E(66~78),C(5~6)
2017-02-13,654769,0316251206,04,62,짝(Even),소(15~64),D(58~65),B(3~4)
2017-02-13,654768,0813232826,05,98,짝(Even),대(81~130),F(79~130),C(5~6)
2017-02-13,654767,1316192528,08,101,홀(Odd),대(81~130),F(79~130),D(7~9)
2017-02-13,654766,2802102714,05,81,홀(Odd),대(81~130),F(79~130),C(5~6)
2017-02-13,654765,2218172409,02,90,짝(Even),대(81~130),F(79~130),A(0~2)
2017-02-13,654764,2818202410,00,100,짝(Even),대(81~130),F(79~130),A(0~2)
2017-02-13,654763,1316021922,07,72,짝(Even),중(65~80),E(66~78),D(7~9)
2017-02-13,654762,2013101716,05,76,짝(Even),중(65~80),E(66~78),C(5~6)
2017-02-13,654761,2728212019,02,115,홀(Odd),대(81~130),F(79~130),A(0~2)
2017-02-13,654760,0818051517,05,63,홀(Odd),소(15~64),D(58~65),C(5~6)
2017-02-13,654759,2002121426,04,74,짝(Even),중(65~80),E(66~78),B(3~4)
2017-02-13,654758,2515090506,09,60,짝(Even),소(15~64),D(58~65),D(7~9)
2017-02-13,654757,1108180706,04,50,짝(Even),소(15~64),C(50~57),B(3~4)
2017-02-13,654756,2521061219,03,83,홀(Odd),대(81~130),F(79~130),B(3~4)
2017-02-13,654755,1907010817,03,52,짝(Even),소(15~64),C(50~57),B(3~4)
2017-02-13,654754,0225032209,00,61,홀(Odd),소(15~64),D(58~65),A(0~2)
2017-02-13,654753,0810242204,01,68,짝(Even),중(65~80),E(66~78),A(0~2)
2017-02-13,654752,0316111318,08,61,홀(Odd),소(15~64),D(58~65),D(7~9)
2017-02-13,654751,0912162803,00,68,짝(Even),중(65~80),E(66~78),A(0~2)
2017-02-13,654750,2805120116,06,62,짝(Even),소(15~64),D(58~65),C(5~6)
2017-02-13,654749,1708091323,02,70,짝(Even),중(65~80),E(66~78),A(0~2)
2017-02-13,654748,0118250703,09,54,짝(Even),소(15~64),C(50~57),D(7~9)
2017-02-13,654747,0727140120,07,69,홀(Odd),중(65~80),E(66~78),D(7~9)
2017-02-13,654746,2122092616,09,94,짝(Even),대(81~130),F(79~130),D(7~9)
2017-02-13,654745,0128182019,08,86,짝(Even),대(81~130),F(79~130),D(7~9)
2017-02-13,654744,1309162622,07,86,짝(Even),대(81~130),F(79~130),D(7~9)
2017-02-13,654743,2806152418,05,91,홀(Odd),대(81~130),F(79~130),C(5~6)
