2017-03-09,661695,1506112414,07,70,짝(Even),중(65~80),E(66~78),D(7~9)
2017-03-09,661694,1004092211,08,56,짝(Even),소(15~64),C(50~57),D(7~9)
2017-03-09,661693,0525201611,08,77,홀(Odd),중(65~80),E(66~78),D(7~9)
2017-03-09,661692,0616201301,09,56,짝(Even),소(15~64),C(50~57),D(7~9)
2017-03-09,661691,1115121718,03,73,홀(Odd),중(65~80),E(66~78),B(3~4)
2017-03-09,661690,1127022109,05,70,짝(Even),중(65~80),E(66~78),C(5~6)
2017-03-09,661689,2220242328,01,117,홀(Odd),대(81~130),F(79~130),A(0~2)
2017-03-09,661688,2302121305,03,55,홀(Odd),소(15~64),C(50~57),B(3~4)
2017-03-09,661687,1003201118,04,62,짝(Even),소(15~64),D(58~65),B(3~4)
2017-03-09,661686,0211040317,04,37,홀(Odd),소(15~64),B(36~49),B(3~4)
2017-03-09,661685,1112210315,02,62,짝(Even),소(15~64),D(58~65),A(0~2)
2017-03-09,661684,1927150504,01,70,짝(Even),중(65~80),E(66~78),A(0~2)
2017-03-09,661683,1110230725,05,76,짝(Even),중(65~80),E(66~78),C(5~6)
2017-03-09,661682,1809192514,01,85,홀(Odd),대(81~130),F(79~130),A(0~2)
2017-03-09,661681,1322160326,09,80,짝(Even),중(65~80),F(79~130),D(7~9)
2017-03-09,661680,0905152802,09,59,홀(Odd),소(15~64),D(58~65),D(7~9)
2017-03-09,661679,1824202523,07,110,짝(Even),대(81~130),F(79~130),D(7~9)
2017-03-09,661678,0704282022,04,81,홀(Odd),대(81~130),F(79~130),B(3~4)
2017-03-09,661677,1501072306,07,52,짝(Even),소(15~64),C(50~57),D(7~9)
2017-03-09,661676,0310242811,06,76,짝(Even),중(65~80),E(66~78),C(5~6)
2017-03-09,661675,1816201428,03,96,짝(Even),대(81~130),F(79~130),B(3~4)
2017-03-09,661674,2705151613,00,76,짝(Even),중(65~80),E(66~78),A(0~2)
2017-03-09,661673,0410200807,01,49,홀(Odd),소(15~64),B(36~49),A(0~2)
2017-03-09,661672,2602250812,06,73,홀(Odd),중(65~80),E(66~78),C(5~6)
