2015-06-16,480893,2519161103,09,74,짝(Even),중(65~80),E(66~78),D(7~9)
2015-06-16,480892,2413040208,09,51,홀(Odd),소(15~64),C(50~57),D(7~9)
2015-06-16,480891,1105262819,05,89,홀(Odd),대(81~130),F(79~130),C(5~6)
2015-06-16,480890,0902250320,08,59,홀(Odd),소(15~64),D(58~65),D(7~9)
2015-06-16,480889,0509131402,06,43,홀(Odd),소(15~64),B(36~49),C(5~6)
2015-06-16,480888,1417091826,08,84,짝(Even),대(81~130),F(79~130),D(7~9)
2015-06-16,480887,0406191801,00,48,짝(Even),소(15~64),B(36~49),A(0~2)
2015-06-16,480886,1722200715,06,81,홀(Odd),대(81~130),F(79~130),C(5~6)
2015-06-16,480885,0402070805,07,26,짝(Even),소(15~64),A(15~35),D(7~9)
2015-06-16,480884,2720101904,09,80,짝(Even),중(65~80),F(79~130),D(7~9)
2015-06-16,480883,1121221626,05,96,짝(Even),대(81~130),F(79~130),C(5~6)
2015-06-16,480882,2318051922,04,87,홀(Odd),대(81~130),F(79~130),B(3~4)
2015-06-16,480881,0512232717,03,84,짝(Even),대(81~130),F(79~130),B(3~4)
2015-06-16,480880,1316090204,06,44,짝(Even),소(15~64),B(36~49),C(5~6)
2015-06-16,480879,0326231119,07,82,짝(Even),대(81~130),F(79~130),D(7~9)
2015-06-16,480878,1014182415,07,81,홀(Odd),대(81~130),F(79~130),D(7~9)
2015-06-16,480877,1419262309,08,91,홀(Odd),대(81~130),F(79~130),D(7~9)
2015-06-16,480876,0705251203,08,52,짝(Even),소(15~64),C(50~57),D(7~9)
2015-06-16,480875,0428271403,02,76,짝(Even),중(65~80),E(66~78),A(0~2)
2015-06-16,480874,2408190506,08,62,짝(Even),소(15~64),D(58~65),D(7~9)
2015-06-16,480873,1723120920,08,81,홀(Odd),대(81~130),F(79~130),D(7~9)
2015-06-16,480872,2808022414,00,76,짝(Even),중(65~80),E(66~78),A(0~2)
2015-06-16,480871,0725260918,07,85,홀(Odd),대(81~130),F(79~130),D(7~9)
2015-06-16,480870,0321201514,05,73,홀(Odd),중(65~80),E(66~78),C(5~6)
2015-06-16,480869,1207181621,08,74,짝(Even),중(65~80),E(66~78),D(7~9)
2015-06-16,480868,0315062716,00,67,홀(Odd),중(65~80),E(66~78),A(0~2)
2015-06-16,480867,1505190211,01,52,짝(Even),소(15~64),C(50~57),A(0~2)
2015-06-16,480866,1826051219,04,80,짝(Even),중(65~80),F(79~130),B(3~4)
2015-06-16,480865,0821061011,06,56,짝(Even),소(15~64),C(50~57),C(5~6)
2015-06-16,480864,1613261420,06,89,홀(Odd),대(81~130),F(79~130),C(5~6)
2015-06-16,480863,2119250705,07,77,홀(Odd),중(65~80),E(66~78),D(7~9)
2015-06-16,480862,0719281106,00,71,홀(Odd),중(65~80),E(66~78),A(0~2)
2015-06-16,480861,1402122027,03,75,홀(Odd),중(65~80),E(66~78),B(3~4)
2015-06-16,480860,2408272310,04,92,짝(Even),대(81~130),F(79~130),B(3~4)
2015-06-16,480859,0916271824,09,94,짝(Even),대(81~130),F(79~130),D(7~9)
2015-06-16,480858,2317161305,03,74,짝(Even),중(65~80),E(66~78),B(3~4)
2015-06-16,480857,0821012806,06,64,짝(Even),소(15~64),D(58~65),C(5~6)
2015-06-16,480856,1309141812,09,66,짝(Even),중(65~80),E(66~78),D(7~9)
2015-06-16,480855,2624051525,00,95,홀(Odd),대(81~130),F(79~130),A(0~2)
2015-06-16,480854,2702032006,00,58,짝(Even),소(15~64),D(58~65),A(0~2)
2015-06-16,480853,2526121003,07,76,짝(Even),중(65~80),E(66~78),D(7~9)
2015-06-16,480852,0602131910,07,50,짝(Even),소(15~64),C(50~57),D(7~9)
2015-06-16,480851,0822101513,02,68,짝(Even),중(65~80),E(66~78),A(0~2)
2015-06-16,480850,1918260328,07,94,짝(Even),대(81~130),F(79~130),D(7~9)
2015-06-16,480849,1902062126,01,74,짝(Even),중(65~80),E(66~78),A(0~2)
2015-06-16,480848,0523281022,09,88,짝(Even),대(81~130),F(79~130),D(7~9)
2015-06-16,480847,2405172321,00,90,짝(Even),대(81~130),F(79~130),A(0~2)
2015-06-16,480846,1216110928,04,76,짝(Even),중(65~80),E(66~78),B(3~4)
2015-06-16,480845,0605141007,04,42,짝(Even),소(15~64),B(36~49),B(3~4)
2015-06-16,480844,1624050108,00,54,짝(Even),소(15~64),C(50~57),A(0~2)
2015-06-16,480843,1914112025,04,89,홀(Odd),대(81~130),F(79~130),B(3~4)
2015-06-16,480842,0302231624,03,68,짝(Even),중(65~80),E(66~78),B(3~4)
2015-06-16,480841,0626022324,09,81,홀(Odd),대(81~130),F(79~130),D(7~9)
2015-06-16,480840,2126281411,01,100,짝(Even),대(81~130),F(79~130),A(0~2)
2015-06-16,480839,2412080927,08,80,짝(Even),중(65~80),F(79~130),D(7~9)
2015-06-16,480838,1001271512,02,65,홀(Odd),중(65~80),D(58~65),A(0~2)
2015-06-16,480837,0908072023,04,67,홀(Odd),중(65~80),E(66~78),B(3~4)
2015-06-16,480836,1623130214,07,68,짝(Even),중(65~80),E(66~78),D(7~9)
2015-06-16,480835,0921182623,07,97,홀(Odd),대(81~130),F(79~130),D(7~9)
2015-06-16,480834,0203060819,07,38,짝(Even),소(15~64),B(36~49),D(7~9)
2015-06-16,480833,0401211020,01,56,짝(Even),소(15~64),C(50~57),A(0~2)
2015-06-16,480832,0502031228,05,50,짝(Even),소(15~64),C(50~57),C(5~6)
2015-06-16,480831,0503160222,08,48,짝(Even),소(15~64),B(36~49),D(7~9)
2015-06-16,480830,1222100603,07,53,홀(Odd),소(15~64),C(50~57),D(7~9)
2015-06-16,480829,2617141215,02,84,짝(Even),대(81~130),F(79~130),A(0~2)
2015-06-16,480828,1915232720,04,104,짝(Even),대(81~130),F(79~130),B(3~4)
2015-06-16,480827,1904010917,02,50,짝(Even),소(15~64),C(50~57),A(0~2)
2015-06-16,480826,0620041826,00,74,짝(Even),중(65~80),E(66~78),A(0~2)
2015-06-16,480825,2220060814,00,70,짝(Even),중(65~80),E(66~78),A(0~2)
2015-06-16,480824,0916011321,04,60,짝(Even),소(15~64),D(58~65),B(3~4)
2015-06-16,480823,1704262720,02,94,짝(Even),대(81~130),F(79~130),A(0~2)
2015-06-16,480822,1306041016,06,49,홀(Odd),소(15~64),B(36~49),C(5~6)
2015-06-16,480821,1513270214,09,71,홀(Odd),중(65~80),E(66~78),D(7~9)
2015-06-16,480820,1725031411,03,70,짝(Even),중(65~80),E(66~78),B(3~4)
2015-06-16,480819,1020022322,04,77,홀(Odd),중(65~80),E(66~78),B(3~4)
2015-06-16,480818,2513090703,06,57,홀(Odd),소(15~64),C(50~57),C(5~6)
2015-06-16,480817,2321151817,05,94,짝(Even),대(81~130),F(79~130),C(5~6)
2015-06-16,480816,0128120619,01,66,짝(Even),중(65~80),E(66~78),A(0~2)
2015-06-16,480815,1723161924,00,99,홀(Odd),대(81~130),F(79~130),A(0~2)
2015-06-16,480814,1507122609,01,69,홀(Odd),중(65~80),E(66~78),A(0~2)
2015-06-16,480813,1104030805,00,31,홀(Odd),소(15~64),A(15~35),A(0~2)
2015-06-16,480812,2513091011,07,68,짝(Even),중(65~80),E(66~78),D(7~9)
2015-06-16,480811,1819022124,07,84,짝(Even),대(81~130),F(79~130),D(7~9)
